frame.time,wlan.sa,wlan.da,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,
May-05, 2019 18:57:17.190449000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:17.191073000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:17.191160000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:17.192544000 Jerusalem Daylight Time,a0:f4:14:ee:0e:49,6b:78:85:f7:6d:af,,,,,,
May-05, 2019 18:57:17.192612000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:17.202828000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:17.202914000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:17.202962000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:17.203010000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:17.203692000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:17.203779000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:17.204835000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:fd:b9:4f:70:0b,213.57.2.5,192.168.1.151,,,53,2058
May-05, 2019 18:57:17.204927000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:17.220025000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:17.220108000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:17.221690000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:17.222322000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:17.222410000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:17.227648000 Jerusalem Daylight Time,6c:6a:fb:e9:86:36,3a:d5:4e:a1:90:44,,,,,,
May-05, 2019 18:57:17.265390000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:17.265457000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:17.265499000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:17.265542000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:17.302777000 Jerusalem Daylight Time,08:c5:e1:d1:47:a5,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:17.322994000 Jerusalem Daylight Time,08:c5:e1:d1:47:a5,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:17.330050000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:17.347915000 Jerusalem Daylight Time,08:c5:e1:d1:47:a5,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:17.368117000 Jerusalem Daylight Time,08:c5:e1:d1:47:a5,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:17.432459000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:17.462775000 Jerusalem Daylight Time,08:c5:e1:d1:47:a5,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:17.534697000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:17.637248000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:17.739522000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:17.842053000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:17.944445000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:18.046822000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:18.149242000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:18.251535000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:18.253140000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.254768000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,6c:0c:24:37:5b:39,,,,,,
May-05, 2019 18:57:18.255064000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.255607000 Jerusalem Daylight Time,98:cf:ab:a3:1b:7b,f4:4f:0e:ca:13:91,,,,,,
May-05, 2019 18:57:18.256024000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.256670000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.257118000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,f4:0f:24:37:5b:39,162.125.18.133,192.168.1.122,443,64742,,
May-05, 2019 18:57:18.257901000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,f4:0f:24:37:5b:39,162.125.18.133,192.168.1.122,443,64742,,
May-05, 2019 18:57:18.258458000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.258504000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.260666000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.261060000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.261600000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.262324000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.263413000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.355361000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:18.412168000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,f4:0f:24:37:5b:39,162.125.18.133,192.168.1.122,443,64742,,
May-05, 2019 18:57:18.414375000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,f4:0f:24:37:5b:39,162.125.18.133,192.168.1.122,443,64742,,
May-05, 2019 18:57:18.414461000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,f4:0f:24:37:5b:39,162.125.18.133,192.168.1.122,443,64742,,
May-05, 2019 18:57:18.456487000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:18.469843000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.558828000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:18.564318000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.565288000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.565365000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.661434000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:18.713941000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,f4:0f:24:37:5b:39,162.125.18.133,192.168.1.122,443,64742,,
May-05, 2019 18:57:18.763454000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:18.866004000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:18.920195000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:18.969004000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:19.070842000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:19.173230000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:19.175885000 Jerusalem Daylight Time,34:23:87:e2:22:1b,ff:ff:ff:ff:ff:ff,192.168.1.107,255.255.255.255,,,17500,17500
May-05, 2019 18:57:19.275546000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:19.278194000 Jerusalem Daylight Time,34:23:87:e2:22:1b,ff:ff:ff:ff:ff:ff,192.168.1.107,255.255.255.255,,,17500,17500
May-05, 2019 18:57:19.302862000 Jerusalem Daylight Time,c6:a0:73:ce:8d:9e,07:32:f1:7f:b0:bf,,,,,,
May-05, 2019 18:57:19.378004000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:19.380676000 Jerusalem Daylight Time,34:23:87:e2:22:1b,ff:ff:ff:ff:ff:ff,192.168.1.107,255.255.255.255,,,17500,17500
May-05, 2019 18:57:19.414892000 Jerusalem Daylight Time,c5:3f:7b:2a:28:00,48:5b:8d:a6:0b:a3,,,,,,
May-05, 2019 18:57:19.480387000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:19.483052000 Jerusalem Daylight Time,34:23:87:e2:22:1b,ff:ff:ff:ff:ff:ff,192.168.1.107,192.168.1.255,,,17500,17500
May-05, 2019 18:57:19.582794000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:19.585482000 Jerusalem Daylight Time,c3:e5:eb:79:0c:f4,ff:ff:ff:ff:ff:ff,192.168.1.107,255.255.255.255,,,17500,17500
May-05, 2019 18:57:19.685220000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:19.687872000 Jerusalem Daylight Time,34:23:87:e2:22:1b,ff:ff:ff:ff:ff:ff,192.168.1.107,255.255.255.255,,,17500,17500
May-05, 2019 18:57:19.787487000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:19.890069000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:19.992404000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:20.025253000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:20.094781000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:20.197224000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:20.200221000 Jerusalem Daylight Time,e0:cb:4e:31:20:6c,ff:ff:ff:ff:ff:ff,192.168.1.103,255.255.255.255,,,68,67
May-05, 2019 18:57:20.401966000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:20.504389000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:20.594371000 Jerusalem Daylight Time,c9:fe:c1:02:da:5b,ce:e6:10:75:80:a5,,,,,,
May-05, 2019 18:57:20.606760000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:20.709159000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:20.811559000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:20.913967000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:21.016365000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:21.120291000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:21.155154000 Jerusalem Daylight Time,a8:d2:54:6e:1a:5c,c7:7a:05:fb:01:da,,,,,,
May-05, 2019 18:57:21.221137000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:21.323516000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:21.425939000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:21.468308000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:21.528333000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:21.570027000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:21.570107000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:21.570158000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:21.570246000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,203.107.33.85,58307,80,,
May-05, 2019 18:57:21.570334000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:21.570428000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:21.570477000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:21.570553000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:21.571400000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:21.571488000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:21.684639000 Jerusalem Daylight Time,e0:fc:cf:36:fc:46,a1:b0:ce:5e:75:b5,,,,,,
May-05, 2019 18:57:21.733111000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:21.740866000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:21.740953000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:21.764969000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:21.765056000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:21.780620000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:21.796613000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:21.809321000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:21.809792000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:21.810557000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:21.811344000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:21.811432000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:21.835529000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:21.937739000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:21.938250000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:21.938716000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,f4:0f:24:37:5b:39,,,,,,
May-05, 2019 18:57:21.938966000 Jerusalem Daylight Time,00:bc:0f:e9:cb:bc,83:ea:6c:12:33:1a,74.125.133.189,192.168.1.122,,,443,62019
May-05, 2019 18:57:21.939036000 Jerusalem Daylight Time,c6:c2:40:98:50:c9,a8:2c:70:fb:e0:82,,,,,,
May-05, 2019 18:57:21.939948000 Jerusalem Daylight Time,00:1c:10:f7:6d:b2,f4:0f:24:37:5b:39,,,,,,
May-05, 2019 18:57:21.940015000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,f4:0f:24:37:5b:39,,,,,,
May-05, 2019 18:57:21.940623000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,f4:0f:24:37:5b:39,74.125.133.189,192.168.1.122,,,443,62019
May-05, 2019 18:57:21.969036000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:21.969103000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:22.040339000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:22.047811000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:22.047900000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:22.047948000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:22.048480000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:22.048605000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:22.048655000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:22.049198000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:22.049279000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:22.065474000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:22.065540000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:22.065586000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,,,,,,
May-05, 2019 18:57:22.065640000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:22.065685000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:f2:5b,,,,,,
May-05, 2019 18:57:22.066127000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:22.066785000 Jerusalem Daylight Time,84:96:e9:aa:0e:a0,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:22.067471000 Jerusalem Daylight Time,2a:f7:67:fe:38:87,d8:c4:6a:bd:4a:c3,,,,,,
May-05, 2019 18:57:22.068104000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:22.068581000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:22.068703000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:22.069218000 Jerusalem Daylight Time,ae:8d:b0:f6:cd:bc,d8:c4:6a:67:ce:fa,,,,,,
May-05, 2019 18:57:22.069681000 Jerusalem Daylight Time,1c:b5:7c:93:5c:bd,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:22.070126000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:22.070631000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:22.071234000 Jerusalem Daylight Time,48:79:c7:6f:12:79,ba:33:cc:a8:90:23,d8:c4:6a:bd:be:00,ac:07:f6:bb:84:36,,,,
May-05, 2019 18:57:22.071530000 Jerusalem Daylight Time,35:2c:27:43:98:01,61:d2:99:13:4d:c8,,,,,,
May-05, 2019 18:57:22.072294000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:22.072380000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:22.142702000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:22.245095000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:22.272797000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:22.272873000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:22.272922000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:22.273469000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:22.273556000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:22.278782000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:22.318698000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:22.347499000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:22.449794000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:22.552300000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:22.654666000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:22.757092000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:22.859501000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:22.961906000 Jerusalem Daylight Time,27:17:36:98:61:16,ff:ff:99:2f:2e:6a,,,,,,
May-05, 2019 18:57:23.039473000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:23.039543000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:23.039590000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:23.040282000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:23.040354000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:23.040402000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,,,,,,
May-05, 2019 18:57:23.040480000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:23.040579000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:23.041172000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:23.041321000 Jerusalem Daylight Time,84:96:e9:aa:0e:a0,b4:a0:14:9a:4a:c3,,,,,,
May-05, 2019 18:57:23.041778000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:23.041866000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:23.042691000 Jerusalem Daylight Time,d9:29:dc:66:07:ba,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:23.043295000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
