frame.time,wlan.sa,wlan.da,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,
May-05, 2019 18:57:23.043383000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:23.044022000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:23.044716000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:23.046065000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:23.046152000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:23.064317000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:23.108573000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:23.108655000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:23.166681000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:23.269060000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:23.271761000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:23.271850000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:23.271937000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:23.271987000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:23.272485000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:23.272572000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:23.371496000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:23.473883000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:23.576265000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:23.678656000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:23.780892000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:23.883463000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:23.985855000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:24.029597000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:24.029666000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:24.029714000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,,,,,,
May-05, 2019 18:57:24.029845000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:24.030042000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:24.030112000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:24.030315000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:24.030780000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:24.031382000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:24.031977000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:24.032399000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:24.032691000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:24.033207000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:24.033293000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:24.084948000 Jerusalem Daylight Time,98:fc:11:a1:f7:0f,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:24.085067000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:24.088231000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:24.190634000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:24.234145000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:24.234220000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:24.234267000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:24.292877000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:24.355366000 Jerusalem Daylight Time,4a:14:00:e5:f7:e8,97:e2:5d:b4:71:d5,,,,,,
May-05, 2019 18:57:24.395445000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:24.492164000 Jerusalem Daylight Time,87:df:be:b4:af:db,52:8a:64:4f:72:b8,,,,,,
May-05, 2019 18:57:24.497815000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:24.600246000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:24.603773000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:24.702639000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:24.805006000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:24.907387000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.009793000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.048433000 Jerusalem Daylight Time,88:66:a5:d4:76:3b,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.058671000 Jerusalem Daylight Time,88:66:a5:d4:76:3b,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.113576000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.207478000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.207530000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.207578000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.207658000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.207755000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:25.207803000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.208355000 Jerusalem Daylight Time,91:ca:ac:aa:03:00,1c:b5:7c:93:5c:79,,,,,,
May-05, 2019 18:57:25.208424000 Jerusalem Daylight Time,62:62:6a:e0:de:8b,08:06:00:01:08:00,8c:d2:99:fa:08:06,95:fe:cf:01:00:00,,,,
May-05, 2019 18:57:25.209035000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.209514000 Jerusalem Daylight Time,e6:7d:9e:0b:83:bc,d8:c4:6a:bd:86:3f,,,,,,
May-05, 2019 18:57:25.209793000 Jerusalem Daylight Time,5d:a3:fb:aa:0e:70,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:25.210083000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:25.210376000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:25.210622000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:25.214612000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.316931000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.317652000 Jerusalem Daylight Time,77:04:7d:11:9b:a6,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.366030000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.366102000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.366150000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.366227000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.366698000 Jerusalem Daylight Time,61:dc:ee:9b:bb:98,55:52:ac:45:d4:01,,,,,,
May-05, 2019 18:57:25.366766000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.367275000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.367984000 Jerusalem Daylight Time,a9:66:83:de:b6:0d,fb:31:72:4d:c7:8d,,,,,,
May-05, 2019 18:57:25.368696000 Jerusalem Daylight Time,68:a4:fb:08:65:11,2e:70:fa:5a:4f:12,,,,,,
May-05, 2019 18:57:25.369176000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.369619000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:25.369710000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:25.419391000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.419532000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:25.419605000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.420239000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.516872000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:25.516946000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:25.516991000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:25.517685000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:25.518425000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:25.518500000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.521844000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.602985000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:25.603072000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.603156000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:25.603205000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:25.624183000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.726589000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.828967000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:25.931367000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.136166000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.201629000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.201681000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.201729000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.201857000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.201904000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.201951000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.202027000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.203017000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:26.203084000 Jerusalem Daylight Time,8e:55:10:25:bb:14,00:1c:10:f7:cd:3c,,,,,,
May-05, 2019 18:57:26.203164000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:26.204008000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.204075000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:26.204500000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:26.204824000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:26.205641000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:26.206709000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.206781000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.222157000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.235216000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.235322000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.238570000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.239310000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.247820000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:26.247907000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.253407000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:26.253485000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.253533000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:26.253581000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.254485000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.254536000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.254584000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.254657000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.340943000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.365713000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.365785000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.365833000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.365910000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.366359000 Jerusalem Daylight Time,00:17:88:77:35:7c,4b:1d:2a:9f:d8:fe,e1:96:b3:a1:df:4e,1e:ef:6b:23:a1:62,,,,
May-05, 2019 18:57:26.366612000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:26.367117000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:26.367197000 Jerusalem Daylight Time,54:db:67:6d:d3:c8,d8:c4:ea:44:5b:77,,,,,,
May-05, 2019 18:57:26.367872000 Jerusalem Daylight Time,14:dc:fe:d8:0b:b9,23:86:f0:6a:d2:d6,,,,,,
May-05, 2019 18:57:26.368383000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:26.369130000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:26.369217000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.443359000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.444103000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.545766000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.576566000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:26.648182000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.675397000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:26.675473000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.675555000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:26.675629000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.699229000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:26.699348000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.721997000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:26.722084000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.732676000 Jerusalem Daylight Time,6c:fd:b9:4f:70:0b,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:26.732796000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.750540000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.852961000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.862757000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.862824000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.862873000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:26.881289000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:26.927213000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,f4:0f:24:37:5b:39,216.58.210.3,192.168.1.122,443,64749,,
May-05, 2019 18:57:26.955344000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:26.978288000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.057728000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:27.134657000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.160147000 Jerusalem Daylight Time,b8:55:10:25:bb:14,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:27.201072000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.201124000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.201171000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.201219000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:27.201348000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.201395000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.201470000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.201517000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.201592000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,ff:ff:ff:ff:ff:ff,,,,,,
May-05, 2019 18:57:27.201709000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.202147000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:27.202228000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:27.202273000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.203139000 Jerusalem Daylight Time,b8:55:10:25:bb:14,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:27.203206000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.203992000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:27.204936000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,b8:55:10:25:bb:14,,,,,,
May-05, 2019 18:57:27.205003000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.205077000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.205122000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.205193000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:17:88:77:35:80,192.168.1.112,192.168.1.119,46142,443,,
May-05, 2019 18:57:27.205305000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.206788000 Jerusalem Daylight Time,00:1c:10:f7:cd:bc,d8:c4:6a:bd:86:52,,,,,,
May-05, 2019 18:57:27.206870000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.208060000 Jerusalem Daylight Time,00:17:88:77:35:80,d8:c4:6a:bd:86:52,192.168.1.119,192.168.1.112,443,46142,,
May-05, 2019 18:57:27.208142000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.208232000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.208277000 Jerusalem Daylight Time,,,,,,,,
May-05, 2019 18:57:27.208350000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,213.57.2.5,,,3508,53
May-05, 2019 18:57:27.208397000 Jerusalem Daylight Time,d8:c4:6a:bd:86:52,00:1c:10:f7:cd:bc,192.168.1.112,213.57.2.5,,,26261,53
